code,name
47.22.3,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.22.4,"Прочая розничная торговля мясом и мясными продуктами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.23,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах"
47.23.1,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.23.2,"Розничная торговля рыбой, ракообразными и моллюсками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.24,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах"
47.24.1,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.24.2,"Розничная торговля хлебобулочными, мучными и сахаристыми кондитерскими изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.25,Розничная торговля напитками в специализированных магазинах
47.25.1,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.25.2,"Розничная торговля напитками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.26,Розничная торговля табачными изделиями в специализированных магазинах
47.26.1,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.26.2,"Розничная торговля табачными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.29,Прочая розничная торговля продуктами питания в специализированных магазинах
47.29.1,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.29.2,"Прочая розничная торговля продуктами питания в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.30,Розничная торговля топливом в специализированных магазинах
47.30.1,"Розничная торговля моторным топливом в специализированных магазинах, за исключением находящихся на придорожной полосе"
47.30.2,Розничная торговля смазочными материалами в специализированных магазинах
47.30.3,"Розничная торговля моторным топливом в специализированных магазинах, находящихся на придорожной полосе"
47.41,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах"
47.41.1,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.41.2,"Розничная торговля компьютерами, периферийным оборудованием и программным обеспечением в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.42,Розничная торговля телекоммуникационным оборудованием в специализированных магазинах
47.42.1,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.42.2,"Розничная торговля телекоммуникационным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.43,Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах
47.43.1,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.43.2,"Розничная торговля аудио- и видеоаппаратурой в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.51,Розничная торговля текстильными изделиями в специализированных магазинах
47.51.1,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.51.2,"Розничная торговля текстильными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.52,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах"
47.52.1,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.52.2,"Розничная торговля скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.53,"Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах"
47.53.1,"Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.53.2,"Розничная торговля коврами, ковровыми изделиями, настенными и напольными покрытиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.54,Розничная торговля электрическими бытовыми приборами в специализированных магазинах
47.54.1,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.54.2,"Розничная торговля электрическими бытовыми приборами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.59,"Розничная торговля мебелью, осветительным оборудованием и прочими бытовыми товарами в специализированных магазинах"
47.59.1,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.59.2,"Розничная торговля музыкальными инструментами и партитурами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.59.3,"Розничная торговля мебелью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.59.4,"Розничная торговля музыкальными инструментами и партитурами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.59.5,"Розничная торговля осветительными приборами и бытовыми товарами, не включенными в другие группировки, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.59.9,"Розничная торговля осветительными приборами и бытовыми товарами, не включенными в другие группировки, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.61,Розничная торговля книгами в специализированных магазинах
47.61.1,"Розничная торговля книгами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.61.2,"Розничная торговля книгами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.62,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах"
47.62.1,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.62.2,"Розничная торговля газетами, журналами и канцелярскими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.63,Розничная торговля аудио и видеозаписями в специализированных магазинах
47.63.1,"Розничная торговля аудио и видеозаписями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.63.2,"Розничная торговля аудио и видеозаписями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.64,Розничная торговля спортивным оборудованием в специализированных магазинах
47.64.1,"Розничная торговля спортивным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.64.2,"Розничная торговля спортивным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.65,Розничная торговля играми и игрушками в специализированных магазинах
47.65.1,"Розничная торговля играми и игрушками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.65.2,"Розничная торговля играми и игрушками в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.71,Розничная торговля одеждой в специализированных магазинах
47.71.1,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.71.2,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.71.3,"Розничная торговля трикотажными и чулочно-носочными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.71.4,"Розничная торговля одеждой, кроме трикотажных и чулочно-носочных изделий, в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.72,Розничная торговля обувью и кожаными изделиями в специализированных магазинах
47.72.1,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.72.2,"Розничная торговля кожаными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.72.3,"Розничная торговля обувью в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.72.4,"Розничная торговля кожаными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.73,Розничная торговля фармацевтическими товарами в специализированных магазинах
47.73.1,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.73.2,"Розничная торговля фармацевтическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.74,Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах
47.74.1,"Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.74.2,"Розничная торговля медицинскими и ортопедическими товарами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.75,Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах
47.75.1,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.75.2,"Розничная торговля косметическими товарами и туалетными принадлежностями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.76,"Розничная торговля цветами, комнатными растениями, семенами, удобрениями, домашними животными и кормами для домашних животных в специализированных магазинах"
47.76.1,"Розничная торговля цветами, комнатными растениями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.76.2,"Розничная торговля семенами и удобрениями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.76.3,"Розничная торговля домашними животными и кормами для домашних животных в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.76.4,"Розничная торговля цветами, комнатными растениями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.76.5,"Розничная торговля семенами и удобрениями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.76.6,"Розничная торговля домашними животными и кормами для домашних животных в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.77,Розничная торговля часами и ювелирными изделиями в специализированных магазинах
47.77.1,"Розничная торговля часами и ювелирными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.77.2,"Розничная торговля часами и ювелирными изделиями в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.78,Прочая розничная торговля новыми товарами в специализированных магазинах
47.78.1,"Розничная торговля фотографическим, оптическим и точным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.78.2,"Розничная торговля велосипедами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.78.3,"Розничная торговля фотографическим, оптическим и точным оборудованием в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.78.4,"Розничная торговля велосипедами в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.78.5,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.78.9,"Прочая розничная торговля в специализированных магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.79,Розничная торговля подержанными товарами в магазинах
47.79.1,"Розничная торговля подержанными товарами в магазинах, являющихся торговыми объектами, с торговой площадью менее 2000 кв.м"
47.79.2,"Розничная торговля подержанными товарами в магазинах, являющихся торговыми объектами, с торговой площадью более 2000 кв.м (2000 кв.м и выше)"
47.81,"Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках, киосках и на рынках"
47.81.1,"Розничная торговля продуктами питания, напитками и табачными изделиями в торговых палатках, ларьках и киосках"
47.81.2,"Розничная торговля продуктами питания, напитками и табачными изделиями на рынках"
47.82,"Розничная торговля одеждой, обувью и текстильными изделиями в торговых палатках, киосках и на рынках"
47.82.1,"Розничная торговля одеждой, обувью и текстильными изделиями в торговых палатках, ларьках и киосках"
47.82.2,"Розничная торговля одеждой, обувью и текстильными изделиями на рынках"
47.89,"Розничная торговля прочими товарами в палатках, киосках и на рынках"
47.89.1,"Розничная торговля прочими товарами в торговых палатках, ларьках и киосках"
47.89.2,Розничная торговля прочими товарами на рынках
47.91,Розничная торговля путем заказа товаров по почте или через сеть Интернет
47.91.0,Розничная торговля путем заказа товаров по почте или через сеть Интернет
47.99,"Прочая розничная торговля вне магазинов, палаток, киосков или рынков"
47.99.1,Развозная и разносная розничная торговля
47.99.2,Розничная торговля через сетевой маркетинг
47.99.9,Прочая розничная торговля вне магазинов
49,Деятельность сухопутного и трубопроводного транспорта
49.1,Деятельность пассажирского железнодорожного транспорта в междугородном сообщении
49.2,Деятельность грузового железнодорожного транспорта
49.3,Деятельность прочего пассажирского сухопутного транспорта
49.4,Деятельность грузового автомобильного транспорта и предоставление услуг по переезду
49.5,Деятельность трубопроводного транспорта
49.10,Деятельность пассажирского железнодорожного транспорта в междугородном сообщении
49.10.0,Деятельность пассажирского железнодорожного транспорта в междугородном сообщении
49.20,Деятельность грузового железнодорожного транспорта
49.20.0,Деятельность грузового железнодорожного транспорта
49.31,Деятельность сухопутного транспорта по городским и пригородным пассажирским перевозкам
49.31.1,Автобуспен тасымалдау
49.31.2,Трамваймен тасымалдау
49.31.3,Троллейбуспен тасымалдау
49.31.4,Метрополитенмен тасымалдау
49.31.5,Перевозки легкорельсовым транспортом
49.31.9,"Перевозки прочими видами транспорта, подчиняющегося расписанию"
49.32,Деятельность такси
49.32.0,Деятельность такси
49.39,"Деятельность прочего пассажирского сухопутного транспорта, не включенного в другие группировки"
49.39.0,"Деятельность прочего пассажирского сухопутного транспорта, не включенного в другие группировки"
49.41,Деятельность грузового автомобильного транспорта
49.41.0,Деятельность грузового автомобильного транспорта
49.42,Предоставление услуг по переезду
49.42.0,Предоставление услуг по переезду
49.50,Деятельность трубопроводного транспорта
49.50.0,Деятельность трубопроводного транспорта
50,Деятельность водного транспорта
50.1,Деятельность морского и прибрежного пассажирского транспорта
50.2,Деятельность морского и прибрежного грузового транспорта
50.3,Деятельность речного пассажирского транспорта
50.4,Деятельность речного грузового транспорта
50.10,Деятельность морского и прибрежного пассажирского транспорта
50.10.0,Деятельность морского и прибрежного пассажирского транспорта
50.20,Деятельность морского и прибрежного грузового транспорта
50.20.0,Деятельность морского и прибрежного грузового транспорта
50.30,Деятельность речного пассажирского транспорта
50.30.0,Деятельность речного пассажирского транспорта
50.40,Деятельность речного грузового транспорта
50.40.1,"Деятельность речного грузового транспорта, кроме лесосплава"
50.40.2,Лесосплав
51,Деятельность воздушного транспорта
51.1,Деятельность воздушного пассажирского транспорта
51.2,Деятельность воздушного грузового транспорта и космического транспорта
51.10,Деятельность воздушного пассажирского транспорта
51.10.1,"Деятельность воздушного пассажирского транспорта, подчиняющегося расписанию"
51.10.2,"Деятельность воздушного пассажирского транспорта, не подчиняющегося расписанию"
51.21,Деятельность грузового воздушного транспорта
51.21.1,"Деятельность грузового воздушного транспорта, подчиняющего расписанию"
51.21.2,"Деятельность грузового воздушного транспорта, не подчиняющего расписанию"
51.22,Деятельность космического транспорта
51.22.0,Деятельность космического транспорта
52,Складирование грузов и вспомогательная транспортная деятельность
52.1,Складирование и хранение грузов
52.2,Вспомогательная транспортная деятельность
52.10,Складирование и хранение грузов
52.10.1,Складирование и хранение зерна
52.10.2,"Складирование и хранение непродовольственных товаров, кроме зерна, масличных культур и нефти"
52.10.3,"Складирование и хранение продовольственных товаров, кроме овощей и фруктов"
52.10.4,Хранение нефти
52.10.5,Складирование и хранение овощей и фруктов
52.10.6,Складирование и хранение масличных культур
52.21,Вспомогательная деятельность сухопутного транспорта
52.21.1,Эксплуатация железных дорог
52.21.2,Эксплуатация автомобильных дорог
52.21.3,Деятельность терминалов
52.21.4,Деятельность автомобильных стоянок
52.21.5,"Эксплуатация магистральных и иных трубопроводов, в том числе водоводов"
52.21.6,Деятельность по подсоединению (подключению) трубопровода к действующим магистральным и иным трубопроводам
52.21.9,Прочая вспомогательная деятельность сухопутного транспорта
52.22,Вспомогательная деятельность водного транспорта
52.22.0,Вспомогательная деятельность водного транспорта
52.23,Вспомогательная деятельность воздушного транспорта
52.23.1,Регулирование использования воздушного пространства
52.23.2,Деятельность аэропортов
52.23.9,"Прочая деятельность, относящаяся к пассажирским и грузовым перевозкам воздушным транспортом"
52.24,Транспортная обработка грузов
52.24.0,Транспортная обработка грузов
52.29,Прочая вспомогательная транспортная деятельность
52.29.1,Транспортно-экспедиционные услуги
52.29.2,Технический надзор на транспорте
52.29.9,Прочая транспортно-экспедиционная деятельность
53,Почтовая и курьерская деятельность
53.1,Почтовая деятельность в рамках предоставления услуг общего пользования
53.2,Прочая почтовая и курьерская деятельность
53.10,Почтовая деятельность в рамках предоставления услуг общего пользования
53.10.0,Почтовая деятельность в рамках предоставления услуг общего пользования
53.20,Прочая почтовая и курьерская деятельность
53.20.0,Прочая почтовая и курьерская деятельность
55,Предоставление услуг по временному проживанию
55.1,Предоставление услуг гостиницами и аналогичными местами для проживания
55.2,Предоставление жилья на выходные дни и прочие периоды краткосрочного проживания
55.3,"Предоставление услуг кемпингами, стоянками для автофургонов и автоприцепов для жилья"
55.9,Предоставление услуг прочими местами для проживания
55.10,Предоставление услуг гостиницами и аналогичными местами для проживания
55.10.1,"Предоставление услуг гостиницами с ресторанами, за исключением гостиниц, находящихся на придорожной полосе"
55.10.2,"Предоставление услуг гостиницами без ресторанов, за исключением гостиниц, находящихся на придорожной полосе"
55.10.3,Предоставление гостиничных услуг с ресторанами для официальных мероприятий
55.10.4,"Предоставление услуг гостиницами, находящимися на придорожной полосе"
55.20,Предоставление жилья на выходные дни и прочие периоды краткосрочного проживания
55.20.0,Предоставление жилья на выходные дни и прочие периоды краткосрочного проживания
55.30,"Предоставление услуг кемпингами, стоянками для автофургонов и автоприцепов для жилья"
55.30.1,"Предоставление услуг кемпингами, стоянками для автофургонов и автоприцепов для жилья, за исключением находящихся на придорожной полосе"
55.30.2,"Предоставление услуг кемпингами, стоянками для автофургонов и автоприцепов для жилья, находящимися на придорожной полосе"
55.90,Предоставление услуг прочими местами для проживания
55.90.1,Предоставление услуг общежитиями при школах-интернатах
55.90.2,Предоставление услуг студенческими общежитиями
55.90.9,"Предоставление услуг прочими местами для проживания, не включенными в другие категории"
56,Предоставление услуг по обеспечению питанием и напитками
56.1,Деятельность ресторанов и предоставление услуг по доставке продуктов питания
56.2,Доставка готовой пищи на заказ и прочая деятельность по обеспечению питанием
56.3,Подача напитков
56.10,Деятельность ресторанов и предоставление услуг по доставке продуктов питания
56.10.1,"Деятельность ресторанов и предоставление услуг по доставке продуктов питания, за исключением деятельности объектов, находящихся на придорожной полосе"
56.10.2,"Деятельность ресторанов и предоставление услуг по доставке продуктов питания объектами, находящимися на придорожной полосе"
56.21,Доставка готовой пищи на заказ
56.21.0,Доставка готовой пищи на заказ
56.29,Тамақтануды қамтамасыз ету бойынша өзге де кызмет
56.29.1,Прочие виды организации питания вне населенных пунктов
56.29.2,Прочие виды организации питания в пассажирских поездах
56.29.9,"Прочая деятельность по обеспечению питанием, не включенная в другие группировки"
56.30,Подача напитков
56.30.0,Подача напитков
58,Издательская деятельность
58.1,"Издание книг, периодических публикаций и другие виды издательской деятельности"
58.2,Издание программного обеспечения
58.11,Издание книг
58.11.0,Издание книг
58.12,Издание справочников и списков рассылок
58.12.0,Издание справочников и списков рассылок
58.13,Издание газет
58.13.0,Издание газет
58.14,Издание журналов и периодических публикаций
58.14.0,Издание журналов и периодических публикаций
58.19,Прочие виды издательской деятельности
58.19.0,Прочие виды издательской деятельности
58.21,Издание компьютерных игр
58.21.0,Издание компьютерных игр
58.29,Издание прочего программного обеспечения
58.29.0,Издание прочего программного обеспечения
59,"Производство кино-, видеофильмов и телевизионных программ, деятельность в сфере звукозаписи и издания музыкальных произведений"
59.1,"Деятельность по производству кино-, видеофильмов и телевизионных программ"
59.2,Деятельность в сфере звукозаписи и издания музыкальных произведений
59.11,"Деятельность по производству кино-, видеофильмов и телевизионных программ"
